"","state_name","state_abbr","source_category","site_count","percent","ratio"
"64","Idaho","ID","public supply",245,66.5760869565217,0.665760869565217
"65","Illinois","IL","undetermined",2,0.211864406779661,0.00211864406779661
"66","Illinois","IL","both",76,8.05084745762712,0.0805084745762712
"67","Illinois","IL","well",100,10.5932203389831,0.105932203389831
"68","Illinois","IL","spring",1,0.105932203389831,0.00105932203389831
"69","Illinois","IL","sw intake",1,0.105932203389831,0.00105932203389831
"70","Illinois","IL","public supply",764,80.9322033898305,0.809322033898305
"71","Indiana","IN","undetermined",3,0.478468899521531,0.00478468899521531
"72","Indiana","IN","both",29,4.62519936204147,0.0462519936204147
"73","Indiana","IN","well",119,18.9792663476874,0.189792663476874
"74","Indiana","IN","spring",3,0.478468899521531,0.00478468899521531
"75","Indiana","IN","public supply",473,75.4385964912281,0.754385964912281
"76","Iowa","IA","both",8,1.54142581888247,0.0154142581888247
"77","Iowa","IA","well",143,27.5529865125241,0.275529865125241
"78","Iowa","IA","public supply",368,70.9055876685935,0.709055876685935
"79","Kansas","KS","undetermined",1,0.338983050847458,0.00338983050847458
"80","Kansas","KS","both",10,3.38983050847458,0.0338983050847458
"81","Kansas","KS","well",42,14.2372881355932,0.142372881355932
"82","Kansas","KS","spring",1,0.338983050847458,0.00338983050847458
"83","Kansas","KS","public supply",241,81.6949152542373,0.816949152542373
"84","Kentucky","KY","undetermined",18,2.77349768875193,0.0277349768875193
"85","Kentucky","KY","both",21,3.23574730354391,0.0323574730354391
"86","Kentucky","KY","well",103,15.8705701078582,0.158705701078582
"87","Kentucky","KY","spring",93,14.3297380585516,0.143297380585516
"88","Kentucky","KY","sw intake",6,0.924499229583975,0.00924499229583975
"89","Kentucky","KY","public supply",408,62.8659476117103,0.628659476117103
"90","Louisiana","LA","undetermined",1,0.178571428571429,0.00178571428571429
"91","Louisiana","LA","both",54,9.64285714285714,0.0964285714285714
"92","Louisiana","LA","well",139,24.8214285714286,0.248214285714286
"93","Louisiana","LA","spring",1,0.178571428571429,0.00178571428571429
"94","Louisiana","LA","public supply",365,65.1785714285714,0.651785714285714
"95","Maine","ME","undetermined",1,0.423728813559322,0.00423728813559322
"96","Maine","ME","both",21,8.89830508474576,0.0889830508474576
"97","Maine","ME","well",70,29.6610169491525,0.296610169491525
"98","Maine","ME","spring",7,2.96610169491525,0.0296610169491525
"99","Maine","ME","public supply",137,58.0508474576271,0.580508474576271
"100","Maryland","MD","undetermined",1,0.128369704749679,0.00128369704749679
"101","Maryland","MD","both",25,3.20924261874198,0.0320924261874198
"102","Maryland","MD","well",237,30.4236200256739,0.304236200256739
"103","Maryland","MD","spring",2,0.256739409499358,0.00256739409499358
"104","Maryland","MD","public supply",514,65.982028241335,0.65982028241335
"105","Massachusetts","MA","both",59,10.2966841186736,0.102966841186736
"106","Massachusetts","MA","well",151,26.3525305410122,0.263525305410122
"107","Massachusetts","MA","spring",12,2.09424083769634,0.0209424083769634
"108","Massachusetts","MA","public supply",351,61.2565445026178,0.612565445026178
"109","Michigan","MI","undetermined",1,0.115473441108545,0.00115473441108545
"110","Michigan","MI","both",12,1.38568129330254,0.0138568129330254
"111","Michigan","MI","well",246,28.4064665127021,0.284064665127021
"112","Michigan","MI","public supply",607,70.0923787528868,0.700923787528868
"113","Minnesota","MN","undetermined",1,0.166666666666667,0.00166666666666667
"114","Minnesota","MN","both",4,0.666666666666667,0.00666666666666667
"115","Minnesota","MN","well",64,10.6666666666667,0.106666666666667
"116","Minnesota","MN","spring",4,0.666666666666667,0.00666666666666667
"117","Minnesota","MN","public supply",527,87.8333333333333,0.878333333333333
"118","Mississippi","MS","undetermined",4,1.94174757281553,0.0194174757281553
"119","Mississippi","MS","both",35,16.9902912621359,0.169902912621359
"120","Mississippi","MS","well",36,17.4757281553398,0.174757281553398
"121","Mississippi","MS","spring",2,0.970873786407767,0.00970873786407767
"122","Mississippi","MS","sw intake",1,0.485436893203883,0.00485436893203883
"123","Mississippi","MS","public supply",128,62.1359223300971,0.621359223300971
"124","Missouri","MO","both",20,3.32778702163062,0.0332778702163062
"125","Missouri","MO","well",137,22.7953410981697,0.227953410981697
"126","Missouri","MO","spring",6,0.998336106489185,0.00998336106489185
"127","Missouri","MO","public supply",438,72.8785357737105,0.728785357737105
"128","Montana","MT","undetermined",3,1.06382978723404,0.0106382978723404
"129","Montana","MT","both",8,2.83687943262411,0.0283687943262411
"130","Montana","MT","well",36,12.7659574468085,0.127659574468085
"131","Montana","MT","spring",22,7.80141843971631,0.0780141843971631
"132","Montana","MT","public supply",213,75.531914893617,0.75531914893617
"133","Nebraska","NE","both",3,1.48514851485149,0.0148514851485149
"134","Nebraska","NE","well",38,18.8118811881188,0.188118811881188
"135","Nebraska","NE","spring",1,0.495049504950495,0.00495049504950495
"136","Nebraska","NE","public supply",160,79.2079207920792,0.792079207920792
"137","Nevada","NV","both",7,2.59259259259259,0.0259259259259259
"138","Nevada","NV","well",15,5.55555555555556,0.0555555555555556
"139","Nevada","NV","spring",3,1.11111111111111,0.0111111111111111
"140","Nevada","NV","public supply",245,90.7407407407407,0.907407407407407
"141","New Hampshire","NH","undetermined",1,0.341296928327645,0.00341296928327645
"142","New Hampshire","NH","both",10,3.41296928327645,0.0341296928327645
"143","New Hampshire","NH","well",142,48.4641638225256,0.484641638225256
"144","New Hampshire","NH","spring",4,1.36518771331058,0.0136518771331058
"145","New Hampshire","NH","public supply",136,46.4163822525597,0.464163822525597
"146","New Jersey","NJ","undetermined",2,0.32051282051282,0.00320512820512821
"147","New Jersey","NJ","both",81,12.9807692307692,0.129807692307692
"148","New Jersey","NJ","well",86,13.7820512820513,0.137820512820513
"149","New Jersey","NJ","spring",6,0.961538461538462,0.00961538461538462
"150","New Jersey","NJ","sw intake",2,0.32051282051282,0.00320512820512821
"151","New Jersey","NJ","public supply",447,71.6346153846154,0.716346153846154
"152","New Mexico","NM","undetermined",2,0.647249190938511,0.00647249190938511
"153","New Mexico","NM","both",6,1.94174757281553,0.0194174757281553
"154","New Mexico","NM","well",51,16.504854368932,0.16504854368932
"155","New Mexico","NM","public supply",250,80.9061488673139,0.809061488673139
"156","New York","NY","undetermined",2,0.0826104915324246,0.000826104915324246
"157","New York","NY","both",123,5.08054522924411,0.0508054522924411
"158","New York","NY","well",752,31.0615448161917,0.310615448161917
"159","New York","NY","spring",16,0.660883932259397,0.00660883932259397
"160","New York","NY","public supply",1528,63.1144155307724,0.631144155307724
"161","North Carolina","NC","undetermined",8,0.483968542044767,0.00483968542044767
"162","North Carolina","NC","both",62,3.75075620084694,0.0375075620084694
"163","North Carolina","NC","well",411,24.8638838475499,0.248638838475499
"164","North Carolina","NC","spring",10,0.604960677555959,0.00604960677555959
"165","North Carolina","NC","public supply",1162,70.2964307320024,0.702964307320024
"166","North Dakota","ND","undetermined",2,1.69491525423729,0.0169491525423729
"167","North Dakota","ND","both",1,0.847457627118644,0.00847457627118644
"168","North Dakota","ND","well",24,20.3389830508475,0.203389830508475
"169","North Dakota","ND","public supply",91,77.1186440677966,0.771186440677966
"170","Ohio","OH","undetermined",3,0.196592398427261,0.00196592398427261
"171","Ohio","OH","both",51,3.34207077326343,0.0334207077326343
"172","Ohio","OH","well",387,25.3604193971166,0.253604193971166
"173","Ohio","OH","spring",7,0.458715596330275,0.00458715596330275
"174","Ohio","OH","sw intake",8,0.524246395806029,0.00524246395806029
"175","Ohio","OH","public supply",1070,70.1179554390564,0.701179554390564
"176","Oklahoma","OK","undetermined",5,1.44508670520231,0.0144508670520231
"177","Oklahoma","OK","both",5,1.44508670520231,0.0144508670520231
"178","Oklahoma","OK","well",35,10.1156069364162,0.101156069364162
"179","Oklahoma","OK","spring",3,0.867052023121387,0.00867052023121387
"180","Oklahoma","OK","sw intake",4,1.15606936416185,0.0115606936416185
"181","Oklahoma","OK","public supply",294,84.9710982658959,0.84971098265896
"182","Oregon","OR","undetermined",17,1.04551045510455,0.0104551045510455
"183","Oregon","OR","both",25,1.53751537515375,0.0153751537515375
"184","Oregon","OR","well",457,28.1057810578106,0.281057810578106
"185","Oregon","OR","spring",53,3.25953259532595,0.0325953259532595
"186","Oregon","OR","public supply",1074,66.0516605166052,0.660516605166052
"187","Pennsylvania","PA","undetermined",11,0.753941055517478,0.00753941055517478
"188","Pennsylvania","PA","both",103,7.05962988348184,0.0705962988348184
"189","Pennsylvania","PA","well",523,35.8464701850583,0.358464701850583
"190","Pennsylvania","PA","spring",4,0.274160383824537,0.00274160383824537
"191","Pennsylvania","PA","sw intake",1,0.0685400959561343,0.000685400959561343
"192","Pennsylvania","PA","public supply",817,55.9972583961618,0.559972583961618
"193","Puerto Rico","PR","undetermined",56,87.5,0.875
"194","Puerto Rico","PR","both",2,3.125,0.03125
"195","Puerto Rico","PR","well",4,6.25,0.0625
"196","Puerto Rico","PR","public supply",2,3.125,0.03125
"197","Rhode Island","RI","undetermined",1,1.04166666666667,0.0104166666666667
"198","Rhode Island","RI","both",8,8.33333333333333,0.0833333333333333
"199","Rhode Island","RI","well",34,35.4166666666667,0.354166666666667
"200","Rhode Island","RI","spring",1,1.04166666666667,0.0104166666666667
"201","Rhode Island","RI","public supply",52,54.1666666666667,0.541666666666667
"202","South Carolina","SC","undetermined",5,1.03305785123967,0.0103305785123967
"203","South Carolina","SC","both",29,5.99173553719008,0.0599173553719008
"204","South Carolina","SC","well",166,34.297520661157,0.34297520661157
"205","South Carolina","SC","spring",4,0.826446280991736,0.00826446280991736
"206","South Carolina","SC","sw intake",1,0.206611570247934,0.00206611570247934
"207","South Carolina","SC","public supply",279,57.6446280991736,0.576446280991736
"208","South Dakota","SD","both",2,1.3986013986014,0.013986013986014
"209","South Dakota","SD","well",30,20.979020979021,0.20979020979021
"210","South Dakota","SD","public supply",111,77.6223776223776,0.776223776223776
"211","Tennessee","TN","undetermined",8,1.46520146520147,0.0146520146520147
"212","Tennessee","TN","both",37,6.77655677655678,0.0677655677655678
"213","Tennessee","TN","well",48,8.79120879120879,0.0879120879120879
"214","Tennessee","TN","spring",56,10.2564102564103,0.102564102564103
"215","Tennessee","TN","public supply",397,72.7106227106227,0.727106227106227
"216","Texas","TX","undetermined",26,0.938967136150235,0.00938967136150235
"217","Texas","TX","both",78,2.8169014084507,0.028169014084507
"218","Texas","TX","well",468,16.9014084507042,0.169014084507042
"219","Texas","TX","spring",89,3.2141567352835,0.032141567352835
"220","Texas","TX","public supply",2108,76.1285662694113,0.761285662694113
"221","Utah","UT","undetermined",2,1.16959064327485,0.0116959064327485
"222","Utah","UT","both",15,8.7719298245614,0.087719298245614
"223","Utah","UT","well",16,9.35672514619883,0.0935672514619883
"224","Utah","UT","spring",9,5.26315789473684,0.0526315789473684
"225","Utah","UT","public supply",129,75.4385964912281,0.754385964912281
"226","Vermont","VT","undetermined",1,0.740740740740741,0.00740740740740741
"227","Vermont","VT","both",6,4.44444444444444,0.0444444444444444
"228","Vermont","VT","well",68,50.3703703703704,0.503703703703704
"229","Vermont","VT","spring",5,3.7037037037037,0.037037037037037
"230","Vermont","VT","sw intake",1,0.740740740740741,0.00740740740740741
"231","Vermont","VT","public supply",54,40,0.4
"232","Virgin Islands","VI","undetermined",3,75,0.75
"233","Virgin Islands","VI","well",1,25,0.25
"234","Virginia","VA","undetermined",6,0.798934753661784,0.00798934753661784
"235","Virginia","VA","both",29,3.86151797603196,0.0386151797603196
"236","Virginia","VA","well",282,37.5499334221039,0.375499334221039
"237","Virginia","VA","spring",19,2.52996005326232,0.0252996005326232
"238","Virginia","VA","public supply",415,55.2596537949401,0.552596537949401
"239","Washington","WA","undetermined",7,0.388241819190238,0.00388241819190238
"240","Washington","WA","both",24,1.33111480865225,0.0133111480865225
"241","Washington","WA","well",382,21.1869107043816,0.211869107043816
"242","Washington","WA","spring",4,0.221852468108708,0.00221852468108708
"243","Washington","WA","sw intake",1,0.0554631170271769,0.000554631170271769
"244","Washington","WA","public supply",1385,76.81641708264,0.7681641708264
"245","West Virginia","WV","both",8,7.20720720720721,0.0720720720720721
"246","West Virginia","WV","well",50,45.045045045045,0.45045045045045
"247","West Virginia","WV","spring",2,1.8018018018018,0.018018018018018
"248","West Virginia","WV","self supply",1,0.900900900900901,0.00900900900900901
"249","West Virginia","WV","public supply",50,45.045045045045,0.45045045045045
"250","Wisconsin","WI","both",17,1.77824267782427,0.0177824267782427
"251","Wisconsin","WI","well",173,18.0962343096234,0.180962343096234
"252","Wisconsin","WI","spring",3,0.313807531380753,0.00313807531380753
"253","Wisconsin","WI","public supply",763,79.8117154811715,0.798117154811716
"254","Wyoming","WY","undetermined",3,3.125,0.03125
"255","Wyoming","WY","both",6,6.25,0.0625
"256","Wyoming","WY","well",20,20.8333333333333,0.208333333333333
"257","Wyoming","WY","spring",1,1.04166666666667,0.0104166666666667
"258","Wyoming","WY","public supply",66,68.75,0.6875
